taxon_id,chr,length,name,assembly
491916,NC_010997,1091523,Rhizobium_etli_CIAT_652_491916,pC
491916,NC_010998,414090,Rhizobium_etli_CIAT_652_491916,pA
224914,NC_003317,2117144,Brucella_melitensis_bv__1_str__16M_224914,chrI
224914,NC_003318,1177787,Brucella_melitensis_bv__1_str__16M_224914,chrII
546272,NC_012441,2125701,Brucella_melitensis_ATCC_23457_546272,chrI
546272,NC_012442,1185518,Brucella_melitensis_ATCC_23457_546272,chrII
204722,NC_004310,2107794,Brucella_suis_1330_204722,chrI
204722,NC_004311,1207381,Brucella_suis_1330_204722,chrII
470137,NC_010167,1400844,Brucella_suis_ATCC_23445_470137,chrII
470137,NC_010169,1923763,Brucella_suis_ATCC_23445_470137,chrI
426355,NC_010502,27836,Methylobacterium_radiotolerans_JCM_2831_426355,pMRAD06
426355,NC_010504,22114,Methylobacterium_radiotolerans_JCM_2831_426355,pMRAD07
426355,NC_010505,6077833,Methylobacterium_radiotolerans_JCM_2831_426355,chr
426355,NC_010507,21022,Methylobacterium_radiotolerans_JCM_2831_426355,pMRAD08
426355,NC_010509,47003,Methylobacterium_radiotolerans_JCM_2831_426355,pMRAD02
426355,NC_010510,586164,Methylobacterium_radiotolerans_JCM_2831_426355,pMRAD01
426355,NC_010514,42985,Methylobacterium_radiotolerans_JCM_2831_426355,pMRAD03
426355,NC_010517,37743,Methylobacterium_radiotolerans_JCM_2831_426355,pMRAD04
426355,NC_010518,36410,Methylobacterium_radiotolerans_JCM_2831_426355,pMRAD05
634504,NC_012846,2341328,Bartonella_grahamii_as4aup_634504,chr
634504,NC_012847,28192,Bartonella_grahamii_as4aup_634504,pBGR3
336407,NC_007940,1522076,Rickettsia_bellii_RML369_C_336407,chr
391896,NC_009883,1528980,Rickettsia_bellii_OSU_85_389_391896,chr
414684,NC_011420,4355543,Rhodospirillum_centenum_SW_414684,chr
537021,NC_012985,1226704,Candidatus_Liberibacter_asiaticus_str__psy62_537021,chr
347255,NC_012633,1278540,Rickettsia_africae_ESF_5_347255,chr
347255,NC_012634,12377,Rickettsia_africae_ESF_5_347255,pRAF
416276,NC_009897,15286,Rickettsia_massiliae_MTU5_416276,pRMA
416276,NC_009900,1360898,Rickettsia_massiliae_MTU5_416276,chr
483179,NC_010103,2105969,Brucella_canis_ATCC_23365_483179,chrI
483179,NC_010104,1206800,Brucella_canis_ATCC_23365_483179,chrII
283166,NC_005956,1931047,Bartonella_henselae_str__Houston_1_283166,chr
765698,NC_014918,425539,Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_765698,pMESCI01
765698,NC_014923,6264489,Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_765698,chr
314225,NC_007722,3052398,Erythrobacter_litoralis_HTCC2594_314225,chr
391595,NC_015728,83129,Roseobacter_litoralis_Och_149_391595,pRLO149_83
391595,NC_015729,63532,Roseobacter_litoralis_Och_149_391595,pRLO149_63
391595,NC_015730,4505211,Roseobacter_litoralis_Och_149_391595,chr
391595,NC_015741,93578,Roseobacter_litoralis_Och_149_391595,pRLO149_94
315456,NC_007109,1485148,Rickettsia_felis_URRWXCal2_315456,chr
315456,NC_007110,62829,Rickettsia_felis_URRWXCal2_315456,pRF
315456,NC_007111,39263,Rickettsia_felis_URRWXCal2_315456,pRFdelta
690566,NC_015593,3080818,Sphingobium_chlorophenolicum_L_1_690566,chr1
690566,NC_015594,1368670,Sphingobium_chlorophenolicum_L_1_690566,chr2
690566,NC_015595,123733,Sphingobium_chlorophenolicum_L_1_690566,pSPHCH01
562019,NC_012730,1288492,Rickettsia_peacockii_str__Rustic_562019,chr
562019,NC_012732,26406,Rickettsia_peacockii_str__Rustic_562019,pRPR
279238,NC_007794,3561584,Novosphingobium_aromaticivorans_DSM_12444_279238,chr
279238,NC_009426,184462,Novosphingobium_aromaticivorans_DSM_12444_279238,pNL1
279238,NC_009427,487268,Novosphingobium_aromaticivorans_DSM_12444_279238,pNL2
582899,NC_014313,3638969,Hyphomicrobium_denitrificans_ATCC_51888_582899,chr
696125,NC_014932,1522743,Bartonella_clarridgeiae_73_696125,chr
66084,NC_012416,1445873,Wolbachia_sp__wRi_66084,chr
633149,NC_014375,3445263,Brevundimonas_subvibrioides_ATCC_15264_633149,chr
394221,NC_008347,3368780,Maricaulis_maris_MCS10_394221,chr
573065,NC_014816,2588221,Asticcacaulis_excentricus_CB_48_573065,chr1
573065,NC_014817,1315949,Asticcacaulis_excentricus_CB_48_573065,chr2
573065,NC_014818,244260,Asticcacaulis_excentricus_CB_48_573065,pASTEX01
573065,NC_014819,160346,Asticcacaulis_excentricus_CB_48_573065,pASTEX02
292805,NC_006833,1080084,Wolbachia_endosymbiont_strain_TRS_of_Brugia_malayi_292805,chr
228405,NC_008358,3705021,Hyphomonas_neptunium_ATCC_15444_228405,chr
440085,NC_011757,5777908,Methylobacterium_chloromethanicum_CM4_440085,chr
440085,NC_011758,380207,Methylobacterium_chloromethanicum_CM4_440085,pMCHL01
440085,NC_011760,22617,Methylobacterium_chloromethanicum_CM4_440085,pMCHL02
342108,NC_007626,4967148,Magnetospirillum_magneticum_AMB_1_342108,chr
382640,NC_010160,23343,Bartonella_tribocorum_CIP_105476_382640,pBT01
382640,NC_010161,2619061,Bartonella_tribocorum_CIP_105476_382640,chr
509190,NC_014100,4655622,Caulobacter_segnis_ATCC_21756_509190,chr
246200,NC_003911,4109442,Ruegeria_pomeroyi_DSS_3_246200,chr
246200,NC_006569,491611,Ruegeria_pomeroyi_DSS_3_246200,pmegaplasmid
880591,NC_014621,268675,Ketogulonicigenium_vulgare_Y25_880591,pYP1
880591,NC_014625,2776084,Ketogulonicigenium_vulgare_Y25_880591,chr
880591,NC_014626,243645,Ketogulonicigenium_vulgare_Y25_880591,pYP12
366394,NC_009620,1570951,Sinorhizobium_medicae_WSM419_366394,pSMED01
366394,NC_009621,1245408,Sinorhizobium_medicae_WSM419_366394,pSMED02
366394,NC_009622,219313,Sinorhizobium_medicae_WSM419_366394,pSMED03
366394,NC_009636,3781904,Sinorhizobium_medicae_WSM419_366394,chr
114615,NC_009445,7456587,Bradyrhizobium_sp__ORS278_114615,chr
460265,NC_011887,458070,Methylobacterium_nodulans_ORS_2060_460265,pMNOD02
460265,NC_011888,20286,Methylobacterium_nodulans_ORS_2060_460265,pMNOD05
460265,NC_011889,12638,Methylobacterium_nodulans_ORS_2060_460265,pMNOD06
460265,NC_011890,9829,Methylobacterium_nodulans_ORS_2060_460265,pMNOD07
460265,NC_011892,487734,Methylobacterium_nodulans_ORS_2060_460265,pMNOD01
460265,NC_011893,40463,Methylobacterium_nodulans_ORS_2060_460265,pMNOD03
460265,NC_011894,7772460,Methylobacterium_nodulans_ORS_2060_460265,chr
460265,NC_011895,37542,Methylobacterium_nodulans_ORS_2060_460265,pMNOD04
317655,NC_008036,28543,Sphingopyxis_alaskensis_RB2256_317655,pFplasmid
317655,NC_008048,3345170,Sphingopyxis_alaskensis_RB2256_317655,chr
137722,NC_013854,3311395,Azospirillum_sp__B510_137722,chr
137722,NC_013855,1455109,Azospirillum_sp__B510_137722,pAB510a
137722,NC_013856,723779,Azospirillum_sp__B510_137722,pAB510b
137722,NC_013857,681723,Azospirillum_sp__B510_137722,pAB510c
137722,NC_013858,628837,Azospirillum_sp__B510_137722,pAB510d
137722,NC_013859,537299,Azospirillum_sp__B510_137722,pAB510e
137722,NC_013860,261596,Azospirillum_sp__B510_137722,pAB510f
190650,NC_002696,4016947,Caulobacter_crescentus_CB15_190650,chr
565050,NC_011916,4042929,Caulobacter_crescentus_NA1000_565050,chr
392499,NC_009507,310228,Sphingomonas_wittichii_RW1_392499,pSWIT01
392499,NC_009508,222757,Sphingomonas_wittichii_RW1_392499,pSWIT02
392499,NC_009511,5382261,Sphingomonas_wittichii_RW1_392499,chr
163164,NC_002978,1267782,Wolbachia_endosymbiont_of_Drosophila_melanogaster_163164,chr
335992,NC_007205,1308759,Candidatus_Pelagibacter_ubique_HTCC1062_335992,chr
395965,NC_011666,4305430,Methylocella_silvestris_BL2_395965,chr
314260,NC_014414,2902643,Parvularcula_bermudensis_HTCC2503_314260,chr
398580,NC_009952,3789584,Dinoroseobacter_shibae_DFL_12_398580,chr
398580,NC_009955,190506,Dinoroseobacter_shibae_DFL_12_398580,pDSHI01
398580,NC_009956,152970,Dinoroseobacter_shibae_DFL_12_398580,pDSHI02
398580,NC_009957,126304,Dinoroseobacter_shibae_DFL_12_398580,pDSHI03
398580,NC_009958,86208,Dinoroseobacter_shibae_DFL_12_398580,pDSHI04
398580,NC_009959,72296,Dinoroseobacter_shibae_DFL_12_398580,pDSHI05
441620,NC_010721,23392,Methylobacterium_populi_BJ001_441620,pMPOP02
441620,NC_010725,5800441,Methylobacterium_populi_BJ001_441620,chr
441620,NC_010727,25164,Methylobacterium_populi_BJ001_441620,pMPOP01
1032845,NC_015866,1278471,Rickettsia_heilongjiangensis_054_1032845,chr
696127,NC_015722,1183732,Candidatus_Midichloria_mitochondrii_IricVA_696127,chr
402881,NC_009719,3914745,Parvibaculum_lavamentivorans_DS_1_402881,chr
570417,NC_010981,1482455,Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_570417,chr
266779,NC_008242,343931,Chelativorans_sp__BNC1_266779,p1
266779,NC_008243,131247,Chelativorans_sp__BNC1_266779,p2
266779,NC_008244,47561,Chelativorans_sp__BNC1_266779,p3
266779,NC_008254,4412446,Chelativorans_sp__BNC1_266779,chr
450851,NC_011143,382976,Phenylobacterium_zucineum_HLK1_450851,punnamed
450851,NC_011144,3996255,Phenylobacterium_zucineum_HLK1_450851,chr
288000,NC_009475,228826,Bradyrhizobium_sp__BTAi1_288000,pBBta01
288000,NC_009485,8264687,Bradyrhizobium_sp__BTAi1_288000,chr
290400,NC_007801,86072,Jannaschia_sp__CCS1_290400,p1
290400,NC_007802,4317977,Jannaschia_sp__CCS1_290400,chr
292414,NC_008042,130973,Ruegeria_sp__TM1040_292414,punnamed
292414,NC_008043,821788,Ruegeria_sp__TM1040_292414,pmegaplasmid
292414,NC_008044,3200938,Ruegeria_sp__TM1040_292414,chr
452662,NC_014005,31776,Sphingobium_japonicum_UT26S_452662,pUT1
452662,NC_014006,3514822,Sphingobium_japonicum_UT26S_452662,chr1
452662,NC_014007,190974,Sphingobium_japonicum_UT26S_452662,pCHQ1
452662,NC_014009,5398,Sphingobium_japonicum_UT26S_452662,pUT2
452662,NC_014013,681892,Sphingobium_japonicum_UT26S_452662,chr2
391165,NC_008343,2708355,Granulibacter_bethesdensis_CGDNIH1_391165,chr
366602,NC_010333,177878,Caulobacter_sp__K31_366602,pCAUL02
366602,NC_010335,233649,Caulobacter_sp__K31_366602,pCAUL01
366602,NC_010338,5477872,Caulobacter_sp__K31_366602,chr
426117,NC_010373,57951,Methylobacterium_sp__4_46_426117,pM44601
426117,NC_010374,20019,Methylobacterium_sp__4_46_426117,pM44602
426117,NC_010511,7659055,Methylobacterium_sp__4_46_426117,chr
568815,NC_013118,1220319,Brucella_microti_CCM_4915_568815,chr2
568815,NC_013119,2117050,Brucella_microti_CCM_4915_568815,chr1
658172,NC_014774,1258278,Candidatus_Liberibacter_solanacearum_CLso_ZC1_658172,chr
573234,NC_012960,143795,Candidatus_Hodgkinia_cicadicola_Dsem_573234,chr
702113,NC_015579,192103,Novosphingobium_sp__PP1Y_702113,pLpl
702113,NC_015580,3911486,Novosphingobium_sp__PP1Y_702113,chr
702113,NC_015582,48714,Novosphingobium_sp__PP1Y_702113,pSpl
702113,NC_015583,1161602,Novosphingobium_sp__PP1Y_702113,pMpl
488538,NC_014010,2753527,Candidatus_Puniceispirillum_marinum_IMCC1322_488538,chr
861208,NC_015183,2823930,Agrobacterium_sp__H13_3_861208,chr
861208,NC_015184,601551,Agrobacterium_sp__H13_3_861208,pAspH13-3a
861208,NC_015508,2148289,Agrobacterium_sp__H13_3_861208,chrlinear
991905,NC_015258,69598,Polymorphum_gilvum_SL003B_26A1_991905,pSL003B
991905,NC_015259,4649365,Polymorphum_gilvum_SL003B_26A1_991905,chr
608538,NC_013799,1743135,Hydrogenobacter_thermophilus_TK_6_608538,chr
224324,NC_000918,1551335,Aquifex_aeolicus_VF5_224324,chr
224324,NC_001880,39456,Aquifex_aeolicus_VF5_224324,pece1
868864,NC_015185,1541968,Desulfurobacterium_thermolithotrophum_DSM_11699_868864,chr
638303,NC_013894,1500577,Thermocrinis_albus_DSM_14484_638303,chr
648996,NC_014917,76561,Thermovibrio_ammonificans_HB_1_648996,pTHEAM01
648996,NC_014926,1682965,Thermovibrio_ammonificans_HB_1_648996,chr
123214,NC_012439,53682,Persephonella_marina_EX_H1_123214,punnamed
123214,NC_012440,1930284,Persephonella_marina_EX_H1_123214,chr
204536,NC_012438,1640877,Sulfurihydrogenibium_azorense_Az_Fu1_204536,chr
380749,NC_011126,1559514,Hydrogenobaculum_sp__Y04AAS1_380749,chr
436114,NC_010730,1838442,Sulfurihydrogenibium_sp__YO3AOP1_436114,chr
880070,NC_015914,6221273,Cyclobacterium_marinum_DSM_745_880070,chr
761193,NC_015693,106999,Runella_slithyformis_DSM_19594_761193,pRUNSL01
761193,NC_015694,66926,Runella_slithyformis_DSM_19594_761193,pRUNSL03
761193,NC_015695,38784,Runella_slithyformis_DSM_19594_761193,pRUNSL05
761193,NC_015703,6568739,Runella_slithyformis_DSM_19594_761193,chr
761193,NC_015704,93527,Runella_slithyformis_DSM_19594_761193,pRUNSL02
761193,NC_015705,44754,Runella_slithyformis_DSM_19594_761193,pRUNSL04
504472,NC_013730,8078757,Spirosoma_linguale_DSM_74_504472,chr
504472,NC_013731,189452,Spirosoma_linguale_DSM_74_504472,pSLIN01
504472,NC_013732,146936,Spirosoma_linguale_DSM_74_504472,pSLIN02
504472,NC_013733,36434,Spirosoma_linguale_DSM_74_504472,pSLIN03
504472,NC_013734,9965,Spirosoma_linguale_DSM_74_504472,pSLIN04
504472,NC_013735,8651,Spirosoma_linguale_DSM_74_504472,pSLIN05
504472,NC_013736,7683,Spirosoma_linguale_DSM_74_504472,pSLIN06
504472,NC_013737,7308,Spirosoma_linguale_DSM_74_504472,pSLIN07
504472,NC_013738,6072,Spirosoma_linguale_DSM_74_504472,pSLIN08
295405,NC_006347,5277274,Bacteroides_fragilis_YCH46_295405,chr
295405,NC_006297,33716,Bacteroides_fragilis_YCH46_295405,pBFY46
272559,NC_003228,5205140,Bacteroides_fragilis_NCTC_9343_272559,chr
272559,NC_006873,36560,Bacteroides_fragilis_NCTC_9343_272559,pBF9343
226186,NC_004663,6260361,Bacteroides_thetaiotaomicron_VPI_5482_226186,chr
226186,NC_004703,33038,Bacteroides_thetaiotaomicron_VPI_5482_226186,p5482
435590,NC_009614,5163189,Bacteroides_vulgatus_ATCC_8482_435590,chr
435591,NC_009615,4811379,Parabacteroides_distasonis_ATCC_8503_435591,chr
242619,NC_002950,2343476,Porphyromonas_gingivalis_W83_242619,chr
431947,NC_010729,2354886,Porphyromonas_gingivalis_ATCC_33277_431947,chr
1030843,NC_015571,2339898,Porphyromonas_gingivalis_TDC60_1030843,chr
264731,NC_014033,3619559,Prevotella_ruminicola_23_264731,chr
867900,NC_015167,3765936,Cellulophaga_lytica_DSM_7489_867900,chr
485917,NC_013061,5167383,Pedobacter_heparinus_DSM_2366_485917,chr
269798,NC_008255,4433218,Cytophaga_hutchinsonii_ATCC_33406_269798,chr
376686,NC_009441,6096872,Flavobacterium_johnsoniae_UW101_376686,chr
643867,NC_014750,4916,Marivirga_tractuosa_DSM_4126_643867,pFTRAC01
643867,NC_014759,4511574,Marivirga_tractuosa_DSM_4126_643867,chr
865938,NC_015144,2272954,Weeksella_virosa_DSM_16922_865938,chr
521097,NC_013162,2612925,Capnocytophaga_ochracea_DSM_7271_521097,chr
290315,NC_010803,2763181,Chlorobium_limicola_DSM_245_290315,chr
290318,NC_009337,1966858,Chlorobium_phaeovibrioides_DSM_265_290318,chr
290317,NC_008639,3133902,Chlorobium_phaeobacteroides_DSM_266_290317,chr
331678,NC_010831,2736403,Chlorobium_phaeobacteroides_BS1_331678,chr
194439,NC_002932,2154946,Chlorobium_tepidum_TLS_194439,chr
319225,NC_007512,2364842,Chlorobium_luteolum_DSM_273_319225,chr
290512,NC_011059,2512923,Prosthecochloris_aestuarii_DSM_271_290512,chr
290512,NC_011061,66772,Prosthecochloris_aestuarii_DSM_271_290512,pPAES01
760192,NC_015510,8371686,Haliscomenobacter_hydrossis_DSM_1100_760192,chr
760192,NC_015511,164019,Haliscomenobacter_hydrossis_DSM_1100_760192,pHALHY01
760192,NC_015512,143757,Haliscomenobacter_hydrossis_DSM_1100_760192,pHALHY02
760192,NC_015513,92189,Haliscomenobacter_hydrossis_DSM_1100_760192,pHALHY03
709991,NC_015160,4392288,Odoribacter_splanchnicus_DSM_20712_709991,chr
879243,NC_015501,2186370,Porphyromonas_asaccharolytica_DSM_20707_879243,chr
767031,NC_015311,2937589,Prevotella_denticola_F0289_767031,chr
553174,NC_014370,1796408,Prevotella_melaninogenica_ATCC_25845_553174,chrI
553174,NC_014371,1371874,Prevotella_melaninogenica_ATCC_25845_553174,chrII
860228,NC_015846,2571406,Capnocytophaga_canimorsus_Cc5_860228,chr
518766,NC_013501,3261604,Rhodothermus_marinus_DSM_4252_518766,chr
518766,NC_013502,125133,Rhodothermus_marinus_DSM_4252_518766,pRMAR01
693978,NC_014738,2155121,Riemerella_anatipestifer_DSM_15868_693978,chr
324925,NC_011060,3018238,Pelodictyon_phaeoclathratiforme_BU_1_324925,chr
688270,NC_014934,4888353,Cellulophaga_algicola_DSM_14237_688270,chr
485918,NC_013132,9127347,Chitinophaga_pinensis_DSM_2588_485918,chr
471854,NC_013037,6967790,Dyadobacter_fermentans_DSM_18053_471854,chr
402612,NC_009613,2861988,Flavobacterium_psychrophilum_JIP02_86_402612,chr
517418,NC_011026,3293456,Chloroherpeton_thalassium_ATCC_35110_517418,chr
309807,NC_007677,3551823,Salinibacter_ruber_DSM_13855_309807,chr
309807,NC_007678,35505,Salinibacter_ruber_DSM_13855_309807,pSR35
762903,NC_015177,4635236,Pedobacter_saltans_DSM_12145_762903,chr
694427,NC_014734,3685504,Paludibacter_propionicigenes_WB4_694427,chr
755732,NC_015321,4633577,Fluviicola_taffensis_DSM_16823_755732,chr
313596,NC_013222,3530383,Robiginitalea_biformata_HTCC2501_313596,chr
517417,NC_011027,2289249,Chlorobaculum_parvum_NCIB_8327_517417,chr
452471,NC_010830,1884364,Candidatus_Amoebophilus_asiaticus_5a2_452471,chr
693979,NC_014933,3998906,Bacteroides_helcogenes_P_36_108_693979,chr
216432,NC_014230,2952962,Croceibacter_atlanticus_HTCC2559_216432,chr
313603,NC_014472,3868304,Maribacter_sp__HTCC2170_313603,chr
649349,NC_014655,4059653,Leadbetterella_byssophila_DSM_17132_649349,chr
444179,NC_010118,245530,Candidatus_Sulcia_muelleri_GWSS_444179,chr
595499,NC_013123,276984,Candidatus_Sulcia_muelleri_SMDSEM_595499,chr
641892,NC_014004,243933,Candidatus_Sulcia_muelleri_DMIN_641892,chr
706194,NC_014499,276511,Candidatus_Sulcia_muelleri_CARI_706194,chr
340177,NC_007514,2572079,Chlorobium_chlorochromatii_CaD3_340177,chr
600809,NC_013418,636994,Blattabacterium_sp___Periplaneta_americana__str__BPLAN_600809,chr
600809,NC_013419,3448,Blattabacterium_sp___Periplaneta_americana__str__BPLAN_600809,pBPLAN
667015,NC_015164,4242803,Bacteroides_salanitronis_DSM_18170_667015,chr
667015,NC_015165,40303,Bacteroides_salanitronis_DSM_18170_667015,pBACSA01
667015,NC_015166,6277,Bacteroides_salanitronis_DSM_18170_667015,pBACSA03
667015,NC_015168,19280,Bacteroides_salanitronis_DSM_18170_667015,pBACSA02
655815,NC_014041,5128187,Zunongwangia_profunda_SM_A87_655815,chr
411154,NC_008571,3798465,Gramella_forsetii_KT0803_411154,chr
511995,NC_011561,37111,Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_511995,pCFPG2
511995,NC_011562,31893,Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_511995,pCFPG3
511995,NC_011563,4149,Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_511995,pCFPG4
511995,NC_011564,37560,Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_511995,pCFPG1
511995,NC_011565,1114206,Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_511995,chr
531844,NC_013062,2768102,Flavobacteriaceae_bacterium_3519_10_531844,chr
331104,NC_013454,636850,Blattabacterium_sp___Blattella_germanica__str__Bge_331104,chr
331104,NC_015679,4085,Blattabacterium_sp___Blattella_germanica__str__Bge_331104,pBge
743722,NC_015277,6226409,Sphingobacterium_sp__21_743722,chr
983544,NC_015638,3296168,Lacinutrix_sp__5H_3_7_4_983544,chr
267608,NC_003295,3716413,Ralstonia_solanacearum_GMI1000_267608,chr
267608,NC_003296,2094509,Ralstonia_solanacearum_GMI1000_267608,pGMI1000MP
402626,NC_010678,1302238,Ralstonia_pickettii_12J_402626,chr2
402626,NC_010682,3942557,Ralstonia_pickettii_12J_402626,chr1
402626,NC_010683,80934,Ralstonia_pickettii_12J_402626,pRPIC01
428406,NC_012849,273136,Ralstonia_pickettii_12D_428406,pRp12D02
428406,NC_012851,51398,Ralstonia_pickettii_12D_428406,pRp12D03
428406,NC_012855,389779,Ralstonia_pickettii_12D_428406,pRp12D01
428406,NC_012856,3647724,Ralstonia_pickettii_12D_428406,chr1
428406,NC_012857,1323321,Ralstonia_pickettii_12D_428406,chr2
626418,NC_012718,141792,Burkholderia_glumae_BGR1_626418,pbglu_2p
626418,NC_012720,141067,Burkholderia_glumae_BGR1_626418,pbglu_3p
626418,NC_012721,2827333,Burkholderia_glumae_BGR1_626418,chr2
626418,NC_012723,133591,Burkholderia_glumae_BGR1_626418,pbglu_1p
626418,NC_012724,3906507,Burkholderia_glumae_BGR1_626418,chr1
626418,NC_012725,134346,Burkholderia_glumae_BGR1_626418,pbglu_4p
265072,NC_007947,2971517,Methylobacillus_flagellatus_KT_265072,chr
242231,NC_002946,2153922,Neisseria_gonorrhoeae_FA_1090_242231,chr
521006,NC_011034,4153,Neisseria_gonorrhoeae_NCCP11945_521006,pNGK
521006,NC_011035,2232025,Neisseria_gonorrhoeae_NCCP11945_521006,chr
489653,NC_014752,2220606,Neisseria_lactamica_020_06_489653,chr
122586,NC_003112,2272360,Neisseria_meningitidis_MC58_122586,chr
122587,NC_003116,2184406,Neisseria_meningitidis_Z2491_122587,chr
272831,NC_008767,2194961,Neisseria_meningitidis_FAM18_272831,chr
374833,NC_010120,2153416,Neisseria_meningitidis_053442_374833,chr
662598,NC_013016,2145295,Neisseria_meningitidis_alpha14_662598,chr
257310,NC_002927,5339179,Bordetella_bronchiseptica_RB50_257310,chr
257311,NC_002928,4773551,Bordetella_parapertussis_12822_257311,chr
257313,NC_002929,4086189,Bordetella_pertussis_Tohama_I_257313,chr
360910,NC_010645,3732255,Bordetella_avium_197N_360910,chr
243365,NC_005085,4751080,Chromobacterium_violaceum_ATCC_12472_243365,chr
228410,NC_004757,2812094,Nitrosomonas_europaea_ATCC_19718_228410,chr
335283,NC_008341,65132,Nitrosomonas_eutropha_C91_335283,pPlasmid1
335283,NC_008342,55635,Nitrosomonas_eutropha_C91_335283,pPlasmid2
335283,NC_008344,2661057,Nitrosomonas_eutropha_C91_335283,chr
75379,NC_014153,3396378,Thiomonas_intermedia_K12_75379,chr
75379,NC_014154,45943,Thiomonas_intermedia_K12_75379,pTINT01
75379,NC_014155,19774,Thiomonas_intermedia_K12_75379,pTINT02
757424,NC_014323,5513887,Herbaspirillum_seropedicae_SmR1_757424,chr
323848,NC_007614,3184243,Nitrosospira_multiformis_ATCC_25196_323848,chr
323848,NC_007615,18871,Nitrosospira_multiformis_ATCC_25196_323848,p1
323848,NC_007616,17036,Nitrosospira_multiformis_ATCC_25196_323848,p2
323848,NC_007617,14159,Nitrosospira_multiformis_ATCC_25196_323848,p3
243160,NC_006348,3510148,Burkholderia_mallei_ATCC_23344_243160,chr1
243160,NC_006349,2325379,Burkholderia_mallei_ATCC_23344_243160,chr2
320388,NC_008784,1734922,Burkholderia_mallei_SAVP1_320388,chrII
320388,NC_008785,3497479,Burkholderia_mallei_SAVP1_320388,chrI
412022,NC_008835,2284095,Burkholderia_mallei_NCTC_10229_412022,chrII
412022,NC_008836,3458208,Burkholderia_mallei_NCTC_10229_412022,chrI
320389,NC_009079,2352693,Burkholderia_mallei_NCTC_10247_320389,chrII
320389,NC_009080,3495687,Burkholderia_mallei_NCTC_10247_320389,chrI
999541,NC_015376,3700833,Burkholderia_gladioli_BSR3_999541,chr2
999541,NC_015377,129399,Burkholderia_gladioli_BSR3_999541,pbgla_2p
999541,NC_015378,128650,Burkholderia_gladioli_BSR3_999541,pbgla_3p
999541,NC_015381,4413616,Burkholderia_gladioli_BSR3_999541,chr1
999541,NC_015382,276215,Burkholderia_gladioli_BSR3_999541,pbgla_1p
999541,NC_015383,403586,Burkholderia_gladioli_BSR3_999541,pbgla_4p
272560,NC_006350,4074542,Burkholderia_pseudomallei_K96243_272560,chr1
272560,NC_006351,3173005,Burkholderia_pseudomallei_K96243_272560,chr2
320372,NC_007434,4126292,Burkholderia_pseudomallei_1710b_320372,chrI
320372,NC_007435,3181762,Burkholderia_pseudomallei_1710b_320372,chrII
357348,NC_009076,3988455,Burkholderia_pseudomallei_1106a_357348,chrI
357348,NC_009078,3100794,Burkholderia_pseudomallei_1106a_357348,chrII
320373,NC_009074,3912947,Burkholderia_pseudomallei_668_320373,chrI
320373,NC_009075,3127456,Burkholderia_pseudomallei_668_320373,chrII
937774,NC_014914,1695860,Taylorella_equigenitalis_MCE9_937774,chr
395495,NC_010524,4909403,Leptothrix_cholodnii_SP_6_395495,chr
543728,NC_012791,5626353,Variovorax_paradoxus_S110_543728,chr1
543728,NC_012792,1128644,Variovorax_paradoxus_S110_543728,chr2
595537,NC_014931,6550056,Variovorax_paradoxus_EPS_595537,chr
292415,NC_007404,2909809,Thiobacillus_denitrificans_ATCC_25259_292415,chr
266265,NC_007951,4895836,Burkholderia_xenovorans_LB400_266265,chr1
266265,NC_007952,3363523,Burkholderia_xenovorans_LB400_266265,chr2
266265,NC_007953,1471779,Burkholderia_xenovorans_LB400_266265,chr3
271848,NC_007650,2914771,Burkholderia_thailandensis_E264_271848,chrII
271848,NC_007651,3809201,Burkholderia_thailandensis_E264_271848,chrI
269482,NC_009226,88096,Burkholderia_vietnamiensis_G4_269482,pBVIE05
269482,NC_009227,265616,Burkholderia_vietnamiensis_G4_269482,pBVIE02
269482,NC_009228,107231,Burkholderia_vietnamiensis_G4_269482,pBVIE04
269482,NC_009229,226679,Burkholderia_vietnamiensis_G4_269482,pBVIE03
269482,NC_009230,397868,Burkholderia_vietnamiensis_G4_269482,pBVIE01
269482,NC_009254,1241007,Burkholderia_vietnamiensis_G4_269482,chr3
269482,NC_009255,2411759,Burkholderia_vietnamiensis_G4_269482,chr2
269482,NC_009256,3652814,Burkholderia_vietnamiensis_G4_269482,chr1
62928,NC_008702,4376040,Azoarcus_sp__BH72_62928,chr
398578,NC_010002,6767514,Delftia_acidovorans_SPH_1_398578,chr
643561,NC_015138,5482170,Acidovorax_avenae_subsp__avenae_ATCC_19860_643561,chr
397945,NC_008752,5352772,Acidovorax_citrulli_AAC00_1_397945,chr
85643,NC_011662,4496212,Thauera_sp__MZ1T_85643,chr
85643,NC_011667,78374,Thauera_sp__MZ1T_85643,pTha01
762376,NC_014640,7013095,Achromobacter_xylosoxidans_A8_762376,chr
762376,NC_014641,98156,Achromobacter_xylosoxidans_A8_762376,pA81
